               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  34,            0.065004,            0.052835,           0.0085179,             0.12529,             0.91667,             0.12577,             0.06198,             0.08039,            0.042761,           0.0042259,            0.007822,            0.007822,            0.007822
                  35,             0.08394,            0.053163,           0.0084525,             0.18894,             0.80357,             0.24874,            0.087542,            0.069485,            0.031953,           0.0050369,            0.007756,            0.007756,            0.007756
                  36,            0.069798,            0.053718,           0.0080647,             0.18894,             0.80357,             0.24874,            0.087542,            0.069485,            0.031953,           0.0050369,             0.00769,             0.00769,             0.00769
                  37,            0.065493,            0.061105,           0.0077704,             0.45676,             0.76786,             0.59825,             0.26785,            0.050407,             0.02931,           0.0049769,            0.007624,            0.007624,            0.007624
                  38,            0.061937,            0.061069,           0.0076346,             0.70066,               0.875,             0.79403,              0.2225,            0.059066,            0.031213,           0.0051775,            0.007558,            0.007558,            0.007558
                  39,            0.064187,            0.052922,           0.0069296,             0.22883,             0.83333,             0.26493,             0.10498,             0.06761,            0.038505,           0.0054902,            0.007492,            0.007492,            0.007492
                  40,            0.071694,             0.05215,           0.0063992,             0.22883,             0.83333,             0.26493,             0.10498,             0.06761,            0.038505,           0.0054902,            0.007426,            0.007426,            0.007426
                  41,            0.062425,            0.056717,           0.0071883,             0.55592,             0.83333,             0.77138,             0.34883,            0.052455,            0.030317,           0.0055463,             0.00736,             0.00736,             0.00736
                  42,            0.062558,             0.05876,            0.007496,             0.36133,             0.68452,             0.42053,             0.13001,            0.066851,            0.037794,           0.0049905,            0.007294,            0.007294,            0.007294
                  43,            0.074326,            0.042743,           0.0069329,             0.62183,             0.82255,             0.77652,             0.22703,             0.05583,             0.02939,           0.0044737,            0.007228,            0.007228,            0.007228
                  44,            0.055744,            0.050673,           0.0063978,             0.62183,             0.82255,             0.77652,             0.22703,             0.05583,             0.02939,           0.0044737,            0.007162,            0.007162,            0.007162
                  45,            0.059752,            0.057069,           0.0066626,             0.62089,              0.8104,             0.76282,             0.36485,            0.047186,            0.028577,           0.0042955,            0.007096,            0.007096,            0.007096
                  46,            0.056855,            0.043284,           0.0062202,             0.43632,             0.72651,             0.57455,             0.22094,             0.05957,            0.031576,           0.0049596,             0.00703,             0.00703,             0.00703
                  47,            0.058545,            0.043944,           0.0072074,             0.54306,              0.7619,             0.78043,             0.31076,            0.043148,             0.02743,            0.005155,            0.006964,            0.006964,            0.006964
                  48,            0.054611,             0.05121,           0.0055482,             0.54306,              0.7619,             0.78043,             0.31076,            0.043148,             0.02743,            0.005155,            0.006898,            0.006898,            0.006898
                  49,            0.051574,            0.051197,           0.0056311,             0.58881,             0.83512,             0.79295,             0.37678,            0.046388,            0.030299,           0.0052281,            0.006832,            0.006832,            0.006832
                  50,            0.053312,            0.049482,           0.0065879,             0.70055,             0.91667,             0.87153,             0.39505,            0.050665,            0.028851,           0.0046722,            0.006766,            0.006766,            0.006766
                  51,            0.059915,            0.048488,           0.0060343,             0.90593,             0.91667,             0.92793,             0.35626,            0.039572,            0.026872,           0.0045223,              0.0067,              0.0067,              0.0067
                  52,            0.051393,            0.050677,           0.0062934,             0.90593,             0.91667,             0.92793,             0.35626,            0.039572,            0.026872,           0.0045223,            0.006634,            0.006634,            0.006634
                  53,            0.048786,            0.053007,           0.0058496,             0.88829,             0.91667,             0.95127,             0.58656,             0.03667,            0.026512,           0.0049092,            0.006568,            0.006568,            0.006568
                  54,            0.049567,              0.0557,            0.005392,             0.62028,             0.80005,             0.88042,             0.49128,            0.052628,            0.034584,           0.0053896,            0.006502,            0.006502,            0.006502
                  55,            0.060844,            0.053222,           0.0049577,             0.71251,             0.86358,             0.92429,             0.40943,            0.042313,            0.030145,            0.005648,            0.006436,            0.006436,            0.006436
                  56,            0.050636,            0.043362,           0.0054136,             0.71251,             0.86358,             0.92429,             0.40943,            0.042313,            0.030145,            0.005648,             0.00637,             0.00637,             0.00637
                  57,            0.055173,            0.051908,           0.0051653,             0.69557,             0.83333,             0.87371,             0.39573,            0.047602,            0.031302,            0.005708,            0.006304,            0.006304,            0.006304
                  58,            0.052103,            0.045636,           0.0053386,             0.79192,             0.83333,             0.92182,              0.3782,            0.038955,            0.026342,           0.0059196,            0.006238,            0.006238,            0.006238
                  59,             0.04784,            0.045745,           0.0056965,             0.77901,               0.875,             0.91778,             0.54177,            0.044857,            0.026841,           0.0057664,            0.006172,            0.006172,            0.006172
                  60,            0.052715,            0.049302,           0.0056303,             0.77901,               0.875,             0.91778,             0.54177,            0.044857,            0.026841,           0.0057664,            0.006106,            0.006106,            0.006106
                  61,            0.043259,            0.046597,           0.0051444,             0.94065,             0.89859,             0.96286,             0.57143,            0.033154,             0.02516,           0.0058962,             0.00604,             0.00604,             0.00604
                  62,            0.047756,            0.046262,           0.0044247,             0.82973,             0.83333,             0.85343,             0.33469,            0.043721,            0.028677,           0.0061491,            0.005974,            0.005974,            0.005974
                  63,            0.055053,            0.041334,           0.0048606,             0.85315,             0.87221,               0.944,             0.57476,            0.035422,            0.024843,           0.0066613,            0.005908,            0.005908,            0.005908
                  64,            0.038574,            0.043176,           0.0047132,             0.85315,             0.87221,               0.944,             0.57476,            0.035422,            0.024843,           0.0066613,            0.005842,            0.005842,            0.005842
                  65,            0.039186,            0.040748,           0.0053247,             0.72041,             0.83333,             0.87303,             0.59931,            0.037303,            0.026909,           0.0063845,            0.005776,            0.005776,            0.005776
                  66,            0.044462,            0.047359,            0.004307,             0.66385,             0.83333,             0.86852,             0.50932,            0.037943,            0.026917,           0.0061247,             0.00571,             0.00571,             0.00571
                  67,            0.051301,            0.041299,           0.0047065,             0.89941,             0.90245,             0.94629,             0.53399,            0.032601,            0.025591,           0.0059467,            0.005644,            0.005644,            0.005644
                  68,            0.036634,            0.032563,            0.004153,             0.89941,             0.90245,             0.94629,             0.53399,            0.032601,            0.025591,           0.0059467,            0.005578,            0.005578,            0.005578
                  69,            0.038398,            0.045726,           0.0043408,             0.93687,             0.90353,              0.9515,             0.63849,            0.026169,            0.023513,            0.005769,            0.005512,            0.005512,            0.005512
                  70,            0.039718,            0.041204,           0.0045909,             0.74996,               0.875,             0.88844,             0.56043,            0.038826,            0.026625,           0.0056751,            0.005446,            0.005446,            0.005446
                  71,            0.052143,            0.046108,           0.0042683,             0.88416,             0.89739,             0.95739,             0.56019,            0.030065,            0.023056,           0.0056018,             0.00538,             0.00538,             0.00538
                  72,            0.038815,            0.044998,           0.0041608,             0.88416,             0.89739,             0.95739,             0.56019,            0.030065,            0.023056,           0.0056018,            0.005314,            0.005314,            0.005314
                  73,             0.04089,             0.04469,           0.0037795,             0.93608,             0.91667,             0.95478,               0.704,            0.027935,             0.02261,           0.0050659,            0.005248,            0.005248,            0.005248
                  74,            0.041343,            0.048653,           0.0035187,             0.92465,             0.91667,             0.96948,             0.56353,            0.035234,            0.023971,           0.0040151,            0.005182,            0.005182,            0.005182
                  75,            0.043843,            0.046067,           0.0035019,             0.93136,             0.91667,             0.95107,             0.73074,            0.032821,            0.023314,           0.0034931,            0.005116,            0.005116,            0.005116
                  76,            0.041291,            0.047311,           0.0038318,             0.93136,             0.91667,             0.95107,             0.73074,            0.032821,            0.023314,           0.0034931,             0.00505,             0.00505,             0.00505
                  77,             0.03581,            0.040684,            0.004084,             0.97454,             0.91667,              0.9673,             0.56621,            0.026914,             0.02439,            0.003324,            0.004984,            0.004984,            0.004984
                  78,            0.040761,            0.047791,           0.0035813,             0.84143,             0.92411,             0.95424,             0.65261,            0.030409,            0.024173,           0.0030557,            0.004918,            0.004918,            0.004918
                  79,            0.047832,            0.052141,           0.0034252,              0.9587,             0.95833,             0.98929,             0.61108,            0.026562,            0.022883,           0.0030013,            0.004852,            0.004852,            0.004852
                  80,             0.03421,            0.041914,           0.0034627,              0.9587,             0.95833,             0.98929,             0.61108,            0.026562,            0.022883,           0.0030013,            0.004786,            0.004786,            0.004786
                  81,            0.031707,            0.045528,           0.0031688,             0.91048,             0.95833,             0.97077,             0.63782,            0.024584,            0.020775,           0.0028419,             0.00472,             0.00472,             0.00472
                  82,            0.036551,            0.044071,           0.0036276,              0.8399,             0.90608,             0.94179,              0.5693,            0.032953,            0.024641,           0.0030539,            0.004654,            0.004654,            0.004654
                  83,            0.044072,            0.046694,           0.0034673,             0.74741,             0.95833,             0.96057,             0.68627,            0.028081,            0.024438,           0.0030352,            0.004588,            0.004588,            0.004588
                  84,            0.038476,            0.045484,           0.0034638,             0.74741,             0.95833,             0.96057,             0.68627,            0.028081,            0.024438,           0.0030352,            0.004522,            0.004522,            0.004522
                  85,            0.033284,            0.041138,           0.0034138,             0.92291,             0.95833,             0.97077,             0.59302,            0.028369,            0.025117,           0.0028527,            0.004456,            0.004456,            0.004456
                  86,            0.034751,            0.041933,              0.0033,             0.81244,               0.875,             0.94612,             0.73635,            0.028842,            0.022358,           0.0023299,             0.00439,             0.00439,             0.00439
                  87,              0.0393,            0.038341,           0.0029782,             0.97067,             0.98242,               0.995,             0.63866,              0.0292,            0.022531,             0.00224,            0.004324,            0.004324,            0.004324
                  88,            0.034679,            0.042095,           0.0031865,             0.97067,             0.98242,               0.995,             0.63866,              0.0292,            0.022531,             0.00224,            0.004258,            0.004258,            0.004258
                  89,            0.037284,            0.040663,            0.003608,             0.96988,             0.98137,               0.995,             0.72644,            0.024263,            0.022203,           0.0021745,            0.004192,            0.004192,            0.004192
                  90,            0.037866,            0.043457,            0.003449,             0.96718,             0.96382,               0.995,             0.59829,            0.031983,            0.024544,           0.0023924,            0.004126,            0.004126,            0.004126
                  91,            0.037421,            0.042041,           0.0036961,             0.97104,             0.99518,               0.995,             0.80758,            0.021224,            0.021477,           0.0020774,             0.00406,             0.00406,             0.00406
                  92,            0.036286,            0.043985,           0.0033347,             0.97104,             0.99518,               0.995,             0.80758,            0.021224,            0.021477,           0.0020774,            0.003994,            0.003994,            0.003994
                  93,            0.032787,            0.039305,           0.0033807,             0.96923,             0.96321,               0.995,             0.68259,            0.025443,             0.02231,           0.0024505,            0.003928,            0.003928,            0.003928
                  94,            0.033836,            0.036041,           0.0028995,             0.85399,              0.9705,             0.98538,              0.7217,            0.027533,            0.022051,           0.0023404,            0.003862,            0.003862,            0.003862
                  95,            0.039944,            0.043333,           0.0035446,              0.9639,             0.97716,               0.995,             0.72432,            0.021402,            0.021047,           0.0022528,            0.003796,            0.003796,            0.003796
                  96,            0.031983,            0.042237,           0.0033911,              0.9639,             0.97716,               0.995,             0.72432,            0.021402,            0.021047,           0.0022528,             0.00373,             0.00373,             0.00373
                  97,             0.02783,            0.036549,           0.0027589,             0.96591,             0.99046,               0.995,             0.80338,            0.018307,            0.020224,           0.0021518,            0.003664,            0.003664,            0.003664
                  98,            0.033463,            0.046025,            0.003329,             0.59381,               0.875,             0.93317,             0.70518,            0.030967,            0.023786,            0.002649,            0.003598,            0.003598,            0.003598
                  99,            0.041801,            0.042116,           0.0037534,             0.95449,             0.94507,               0.995,             0.74208,            0.022791,             0.02186,           0.0028585,            0.003532,            0.003532,            0.003532
                 100,            0.028338,            0.035556,           0.0030455,             0.95449,             0.94507,               0.995,             0.74208,            0.022791,             0.02186,           0.0028585,            0.003466,            0.003466,            0.003466
                 101,            0.029852,            0.033736,           0.0042113,             0.90613,             0.99617,               0.995,             0.73417,            0.025893,             0.02312,           0.0032426,              0.0034,              0.0034,              0.0034
                 102,            0.029901,            0.037977,           0.0030362,              0.8961,                   1,               0.995,             0.80848,            0.019412,            0.020021,           0.0035648,            0.003334,            0.003334,            0.003334
                 103,             0.03188,            0.041365,           0.0029108,             0.89177,                   1,               0.995,             0.72706,            0.023862,            0.020633,           0.0037948,            0.003268,            0.003268,            0.003268
                 104,            0.030876,            0.040457,           0.0032677,             0.89177,                   1,               0.995,             0.72706,            0.023862,            0.020633,           0.0037948,            0.003202,            0.003202,            0.003202
                 105,            0.027901,            0.036328,           0.0033533,              0.8899,                   1,               0.995,             0.79941,            0.016185,            0.018516,           0.0039492,            0.003136,            0.003136,            0.003136
                 106,            0.030391,            0.036068,           0.0033657,             0.88789,                   1,               0.995,             0.64906,            0.030383,            0.022046,           0.0040635,             0.00307,             0.00307,             0.00307
                 107,            0.040235,            0.042192,           0.0036236,             0.88272,                   1,               0.995,             0.81121,            0.019329,            0.019147,           0.0042204,            0.003004,            0.003004,            0.003004
                 108,            0.029885,            0.037953,           0.0031547,             0.88272,                   1,               0.995,             0.81121,            0.019329,            0.019147,           0.0042204,            0.002938,            0.002938,            0.002938
                 109,            0.027415,            0.035658,           0.0032744,             0.89977,                   1,               0.995,             0.82286,            0.016404,            0.017991,           0.0039764,            0.002872,            0.002872,            0.002872
                 110,            0.030518,            0.039855,           0.0032206,             0.87494,                   1,               0.995,             0.73655,            0.023697,            0.020843,           0.0040113,            0.002806,            0.002806,            0.002806
                 111,            0.028763,            0.034877,            0.003242,              0.8755,             0.99424,               0.995,             0.73155,            0.022215,            0.021148,             0.00406,             0.00274,             0.00274,             0.00274
                 112,            0.030271,            0.039151,           0.0027565,              0.8755,             0.99424,               0.995,             0.73155,            0.022215,            0.021148,             0.00406,            0.002674,            0.002674,            0.002674
                 113,            0.026821,            0.040049,            0.002581,             0.90065,             0.99488,               0.995,             0.78753,            0.019132,             0.01956,           0.0037262,            0.002608,            0.002608,            0.002608
                 114,            0.028448,            0.040542,           0.0028624,             0.96061,             0.91461,               0.995,             0.76881,            0.018441,            0.018141,           0.0035254,            0.002542,            0.002542,            0.002542
                 115,            0.030215,            0.039675,           0.0024614,             0.90076,                   1,               0.995,             0.81891,            0.018582,            0.018552,           0.0036107,            0.002476,            0.002476,            0.002476
                 116,            0.027034,            0.041154,           0.0027514,             0.90076,                   1,               0.995,             0.81891,            0.018582,            0.018552,           0.0036107,             0.00241,             0.00241,             0.00241
                 117,            0.024248,            0.031748,           0.0027268,             0.89798,                   1,               0.995,             0.79518,            0.018489,            0.019384,           0.0037277,            0.002344,            0.002344,            0.002344
                 118,            0.029675,            0.040019,           0.0033222,             0.89214,                   1,               0.995,             0.76107,            0.018717,            0.019672,           0.0037589,            0.002278,            0.002278,            0.002278
                 119,            0.029585,            0.034904,           0.0026638,             0.89158,                   1,               0.995,             0.81727,            0.018075,            0.019952,           0.0038477,            0.002212,            0.002212,            0.002212
                 120,             0.02432,            0.033601,           0.0026592,             0.89158,                   1,               0.995,             0.81727,            0.018075,            0.019952,           0.0038477,            0.002146,            0.002146,            0.002146
                 121,            0.025453,            0.037638,           0.0026337,             0.90139,             0.99779,               0.995,             0.72807,            0.021375,            0.021752,           0.0038959,             0.00208,             0.00208,             0.00208
                 122,            0.028137,            0.038205,           0.0025851,             0.89451,                   1,               0.995,             0.79302,            0.016875,            0.019473,           0.0039464,            0.002014,            0.002014,            0.002014
                 123,            0.027722,            0.041402,           0.0023164,             0.97005,             0.91763,               0.995,             0.75534,            0.018272,            0.019141,           0.0037474,            0.001948,            0.001948,            0.001948
                 124,             0.02299,            0.034582,           0.0027387,             0.97005,             0.91763,               0.995,             0.75534,            0.018272,            0.019141,           0.0037474,            0.001882,            0.001882,            0.001882
                 125,            0.023796,            0.029829,           0.0028321,             0.89665,                   1,               0.995,             0.80245,            0.015572,            0.018654,           0.0036166,            0.001816,            0.001816,            0.001816
                 126,            0.024844,            0.034715,            0.002746,              0.9659,             0.91993,               0.995,             0.79803,            0.015971,            0.018261,            0.003671,             0.00175,             0.00175,             0.00175
                 127,             0.02292,            0.033962,           0.0020761,             0.96189,             0.92077,               0.995,             0.79836,            0.017861,            0.019171,           0.0037318,            0.001684,            0.001684,            0.001684
                 128,            0.026656,            0.041487,           0.0024686,             0.96189,             0.92077,               0.995,             0.79836,            0.017861,            0.019171,           0.0037318,            0.001618,            0.001618,            0.001618
                 129,            0.024008,             0.03483,           0.0024669,             0.95942,             0.92186,               0.995,             0.81836,            0.015726,            0.018402,           0.0036576,            0.001552,            0.001552,            0.001552
                 130,            0.024896,            0.034351,           0.0029433,             0.91681,             0.97205,               0.995,             0.77565,            0.020324,            0.019541,           0.0034717,            0.001486,            0.001486,            0.001486
                 131,            0.025983,            0.033827,            0.002692,             0.91672,             0.97335,               0.995,             0.82197,             0.01557,            0.018158,           0.0034245,             0.00142,             0.00142,             0.00142
                 132,            0.024328,             0.03309,           0.0032136,             0.91672,             0.97335,               0.995,             0.82197,             0.01557,            0.018158,           0.0034245,            0.001354,            0.001354,            0.001354
                 133,             0.02502,            0.033173,            0.002927,             0.91667,             0.97624,               0.995,              0.8093,            0.016824,             0.01849,           0.0033761,            0.001288,            0.001288,            0.001288
                 134,            0.024164,            0.037107,           0.0021125,             0.90622,             0.99451,               0.995,             0.82471,            0.014684,            0.017809,           0.0032492,            0.001222,            0.001222,            0.001222
                 135,            0.026054,            0.032345,           0.0027516,             0.90983,             0.99292,               0.995,             0.82908,            0.015413,            0.017933,            0.003247,            0.001156,            0.001156,            0.001156
                 136,            0.025025,            0.040968,           0.0022136,             0.90983,             0.99292,               0.995,             0.82908,            0.015413,            0.017933,            0.003247,             0.00109,             0.00109,             0.00109
                 137,            0.024021,            0.034587,           0.0027442,             0.91489,             0.99062,               0.995,             0.85299,            0.014424,            0.017642,           0.0030863,            0.001024,            0.001024,            0.001024
                 138,            0.024276,            0.039274,           0.0022696,             0.90938,             0.99455,               0.995,             0.82804,            0.014841,            0.017614,           0.0030769,            0.000958,            0.000958,            0.000958
                 139,            0.025091,            0.037178,           0.0025348,             0.90922,             0.99468,               0.995,             0.84173,            0.014583,            0.017711,           0.0030489,            0.000892,            0.000892,            0.000892
                 140,             0.02305,            0.033073,           0.0025575,             0.90922,             0.99468,               0.995,             0.84173,            0.014583,            0.017711,           0.0030489,            0.000826,            0.000826,            0.000826
                 141,            0.025462,            0.036386,           0.0032253,              0.9083,             0.99472,               0.995,             0.82894,            0.014692,            0.017811,           0.0030789,             0.00076,             0.00076,             0.00076
                 142,            0.023117,             0.03564,           0.0027321,             0.90601,             0.99456,               0.995,              0.8171,            0.015615,            0.018508,           0.0032593,            0.000694,            0.000694,            0.000694
                 143,            0.022333,             0.03539,           0.0021805,             0.90527,             0.99484,               0.995,              0.8352,            0.013683,            0.017446,           0.0032365,            0.000628,            0.000628,            0.000628
                 144,            0.022815,             0.03376,           0.0024462,             0.90527,             0.99484,               0.995,              0.8352,            0.013683,            0.017446,           0.0032365,            0.000562,            0.000562,            0.000562
                 145,            0.021811,            0.029287,            0.002606,             0.90423,               0.995,               0.995,             0.83424,            0.013518,            0.017336,           0.0032571,            0.000496,            0.000496,            0.000496
                 146,            0.022353,            0.028385,           0.0031545,             0.90085,             0.99487,               0.995,             0.83423,            0.015074,            0.017945,           0.0034897,             0.00043,             0.00043,             0.00043
                 147,            0.022824,            0.038303,           0.0022281,             0.90053,             0.99485,               0.995,             0.82703,            0.014979,            0.018206,           0.0034867,            0.000364,            0.000364,            0.000364
                 148,            0.022881,            0.034214,           0.0030424,             0.90053,             0.99485,               0.995,             0.82703,            0.014979,            0.018206,           0.0034867,            0.000298,            0.000298,            0.000298
                 149,            0.024175,            0.034578,            0.002688,             0.89999,             0.99495,               0.995,             0.83623,            0.014791,            0.018138,           0.0035069,            0.000232,            0.000232,            0.000232
